DeveloperName__c,FulfilmentType__c,FulfilmentTypeReference__c,Id,Name,NextStatus__c,ReferenceName__c,RelatedFlow__c,RelatedTaskInformation__c,Status__c,Tasks__c
OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Royal London Family Income Benefit,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_CHASE_CLIENT_ACTION,Chase client action Open Royal London Family Income Benefit,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_CHASE_PROVIDER,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_CHASE_PROVIDER,Chase provider Open Royal London Family Income Benefit,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_INVESTMENT_CHECKS,Investment checks Open Royal London Family Income Benefit,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_SUBMIT_FULFILMENT,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT,,OPEN_ROYAL_LONDON_FAMILY_INCOME_BENEFIT_SUBMIT_FULFILMENT,Submit fulfilment Open Royal London Family Income Benefit,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_ROYAL_LONDON_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,OPEN_ROYAL_LONDON_INCOME_PROTECTION,,OPEN_ROYAL_LONDON_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Royal London Income Protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_ROYAL_LONDON_INCOME_PROTECTION_CHASE_CLIENT_ACTION,OPEN_ROYAL_LONDON_INCOME_PROTECTION,,OPEN_ROYAL_LONDON_INCOME_PROTECTION_CHASE_CLIENT_ACTION,Chase client action Open Royal London Income Protection,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_ROYAL_LONDON_INCOME_PROTECTION_CHASE_PROVIDER,OPEN_ROYAL_LONDON_INCOME_PROTECTION,,OPEN_ROYAL_LONDON_INCOME_PROTECTION_CHASE_PROVIDER,Chase provider Open Royal London Income Protection,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_ROYAL_LONDON_INCOME_PROTECTION_INVESTMENT_CHECKS,OPEN_ROYAL_LONDON_INCOME_PROTECTION,,OPEN_ROYAL_LONDON_INCOME_PROTECTION_INVESTMENT_CHECKS,Investment checks Open Royal London Income Protection,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_ROYAL_LONDON_INCOME_PROTECTION_SUBMIT_FULFILMENT,OPEN_ROYAL_LONDON_INCOME_PROTECTION,,OPEN_ROYAL_LONDON_INCOME_PROTECTION_SUBMIT_FULFILMENT,Submit fulfilment Open Royal London Income Protection,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_ROYAL_LONDON_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,OPEN_ROYAL_LONDON_LIFE_&_CIC,,OPEN_ROYAL_LONDON_LIFE_&_CIC_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Royal London Life & CIC,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_ROYAL_LONDON_LIFE_&_CIC_CHASE_CLIENT_ACTION,OPEN_ROYAL_LONDON_LIFE_&_CIC,,OPEN_ROYAL_LONDON_LIFE_&_CIC_CHASE_CLIENT_ACTION,Chase client action Open Royal London Life & CIC,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_ROYAL_LONDON_LIFE_&_CIC_CHASE_PROVIDER,OPEN_ROYAL_LONDON_LIFE_&_CIC,,OPEN_ROYAL_LONDON_LIFE_&_CIC_CHASE_PROVIDER,Chase provider Open Royal London Life & CIC,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_ROYAL_LONDON_LIFE_&_CIC_INVESTMENT_CHECKS,OPEN_ROYAL_LONDON_LIFE_&_CIC,,OPEN_ROYAL_LONDON_LIFE_&_CIC_INVESTMENT_CHECKS,Investment checks Open Royal London Life & CIC,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_ROYAL_LONDON_LIFE_&_CIC_SUBMIT_FULFILMENT,OPEN_ROYAL_LONDON_LIFE_&_CIC,,OPEN_ROYAL_LONDON_LIFE_&_CIC_SUBMIT_FULFILMENT,Submit fulfilment Open Royal London Life & CIC,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Royal London Relevant Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open Royal London Relevant Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_CHASE_PROVIDER,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_CHASE_PROVIDER,Chase provider Open Royal London Relevant Life Cover,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_INVESTMENT_CHECKS,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open Royal London Relevant Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER,,OPEN_ROYAL_LONDON_RELEVANT_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open Royal London Relevant Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_AVIVA_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_AVIVA_LIFE_COVER,,OPEN_AVIVA_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Aviva Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_AVIVA_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_AVIVA_LIFE_COVER,,OPEN_AVIVA_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open Aviva Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_AVIVA_LIFE_COVER_CHASE_PROVIDER,OPEN_AVIVA_LIFE_COVER,,OPEN_AVIVA_LIFE_COVER_CHASE_PROVIDER,Chase provider Open Aviva Life Cover,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_AVIVA_LIFE_COVER_INVESTMENT_CHECKS,OPEN_AVIVA_LIFE_COVER,,OPEN_AVIVA_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open Aviva Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_AVIVA_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_AVIVA_LIFE_COVER,,OPEN_AVIVA_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open Aviva Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_ROYAL_LONDON_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_ROYAL_LONDON_LIFE_COVER,,OPEN_ROYAL_LONDON_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open Royal London Life Cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_ROYAL_LONDON_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_ROYAL_LONDON_LIFE_COVER,,OPEN_ROYAL_LONDON_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open Royal London Life Cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_ROYAL_LONDON_LIFE_COVER_CHASE_PROVIDER,OPEN_ROYAL_LONDON_LIFE_COVER,,OPEN_ROYAL_LONDON_LIFE_COVER_CHASE_PROVIDER,Chase provider Open Royal London Life Cover,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_ROYAL_LONDON_LIFE_COVER_INVESTMENT_CHECKS,OPEN_ROYAL_LONDON_LIFE_COVER,,OPEN_ROYAL_LONDON_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open Royal London Life Cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_ROYAL_LONDON_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_ROYAL_LONDON_LIFE_COVER,,OPEN_ROYAL_LONDON_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open Royal London Life Cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
CANCEL_REGULAR_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,CANCEL_REGULAR_JUNIOR_ISA,,CANCEL_REGULAR_JUNIOR_ISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Cancel regular Junior ISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
CLIENT_ACTION_JISA_AWAITING_AD_HOC_ACTION,CLIENT_ACTION_JISA,,CLIENT_ACTION_JISA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Client action JISA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the client confirmed the action has been completed?
EMPLOYER_LUMP_SUM_SIPP_AWAITING_AD_HOC_ACTION,EMPLOYER_LUMP_SUM_SIPP,,EMPLOYER_LUMP_SUM_SIPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Employer Lump sum SIPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
CLIENT_ACTION_DIRECT_EQUITY_CHASE_CLIENT_ACTION,CLIENT_ACTION_DIRECT_EQUITY,,CLIENT_ACTION_DIRECT_EQUITY_CHASE_CLIENT_ACTION,Chase client action Client action Direct equity,,,FulfilmentScreenChaseNonStandardAction,chase_client_action,Chase client action,Has the client confirmed the action has been completed?
OPEN_PRODUCT_EXETER_INCOME_PROTECTION_SUBMIT_FULFILMENT,OPEN_PRODUCT_EXETER_IP,,OPEN_PRODUCT_EXETER_INCOME_PROTECTION_SUBMIT_FULFILMENT,Submit fulfilment Open product Exeter Income protection,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_PRODUCT_EXETER_INCOME_PROTECTION_CHASE_PROVIDER,OPEN_PRODUCT_EXETER_IP,,OPEN_PRODUCT_EXETER_INCOME_PROTECTION_CHASE_PROVIDER,Chase provider Open product Exeter Income protection,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_PRODUCT_EXETER_INCOME_PROTECTION_CHASE_CLIENT_ACTION,OPEN_PRODUCT_EXETER_IP,,OPEN_PRODUCT_EXETER_INCOME_PROTECTION_CHASE_CLIENT_ACTION,Chase client action Open product Exeter Income protection,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_PRODUCT_EXETER_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_EXETER_IP,,OPEN_PRODUCT_EXETER_INCOME_PROTECTION_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product Exeter Income protection,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_PRODUCT_EXETER_INCOME_PROTECTION_INVESTMENT_CHECKS,OPEN_PRODUCT_EXETER_IP,,OPEN_PRODUCT_EXETER_INCOME_PROTECTION_INVESTMENT_CHECKS,Investment checks Open product Exeter Income protection,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
OPEN_PRODUCT_EXETER_LIFE_COVER_SUBMIT_FULFILMENT,OPEN_PRODUCT_EXETER_LIFE_COVER,,OPEN_PRODUCT_EXETER_LIFE_COVER_SUBMIT_FULFILMENT,Submit fulfilment Open product Exeter Life cover,Chase provider,,FulfilmentScreenSubmitInflowFufilment,submit_protection_fulfilment,Submit fulfilment,Has the policy been submitted on LifeQuote?;Has the client been informed of the next steps?
OPEN_PRODUCT_EXETER_LIFE_COVER_CHASE_PROVIDER,OPEN_PRODUCT_EXETER_LIFE_COVER,,OPEN_PRODUCT_EXETER_LIFE_COVER_CHASE_PROVIDER,Chase provider Open product Exeter Life cover,Chase client action,,FulfilmentScreenChaseProtectionProvider,chase_lifequote,Chase provider,Have the policy documents been uploaded to the clients dropbox?;Have we emailed the client for acceptance?;Have the documents been added to Google Drive?
OPEN_PRODUCT_EXETER_LIFE_COVER_CHASE_CLIENT_ACTION,OPEN_PRODUCT_EXETER_LIFE_COVER,,OPEN_PRODUCT_EXETER_LIFE_COVER_CHASE_CLIENT_ACTION,Chase client action Open product Exeter Life cover,Investment checks,,FulfilmentScreenChaseProtectionClient,chase_client_acceptance,Chase client action,Have any changes to the policy type been flagged to planning?;Has LifeQuote been informed of the policy start date?;Has the policy been added to IO and the ID added to Salesforce?;Has the policy been added to the clients Google Drive?
OPEN_PRODUCT_EXETER_LIFE_COVER_AWAITING_AD_HOC_ACTION,OPEN_PRODUCT_EXETER_LIFE_COVER,,OPEN_PRODUCT_EXETER_LIFE_COVER_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Open product Exeter Life cover,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,Has the action been completed and any relevant documents been saved down?;Is the fulfilment ready to go back to usual process?
OPEN_PRODUCT_EXETER_LIFE_COVER_INVESTMENT_CHECKS,OPEN_PRODUCT_EXETER_LIFE_COVER,,OPEN_PRODUCT_EXETER_LIFE_COVER_INVESTMENT_CHECKS,Investment checks Open product Exeter Life cover,Complete,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the policy been set up correctly in IO?;Was the policy placed in force correctly?
LUMP_SUM_APOLLO_VCT_SUBMIT_FULFILMENT,LUMP_SUM_VCT_APOLLO,,LUMP_SUM_APOLLO_VCT_SUBMIT_FULFILMENT,Submit fulfilment Lump sum Apollo VCT,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_lump_sum_vct,Submit fulfilment,"Has the instruction been submitted on the OI portal?;If a Friends and Family discount is applicable, has OI been emailed to ensure this is in place?;Has the client been emailed payment details?;Have they been informed of any deadline related to an Early Bird discount?"
LUMP_SUM_TITAN_VCT_SUBMIT_FULFILMENT,LUMP_SUM_VCT_TITAN,,LUMP_SUM_TITAN_VCT_SUBMIT_FULFILMENT,Submit fulfilment Lump sum Titan VCT,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_lump_sum_vct,Submit fulfilment,"Has the instruction been submitted on the OI portal?;If a Friends and Family discount is applicable, has OI been emailed to ensure this is in place?;Has the client been emailed payment details?;Have they been informed of any deadline related to an Early Bird discount?"
LUMP_SUM_AIM_VCT_SUBMIT_FULFILMENT,LUMP_SUM_VCT_AIM,,LUMP_SUM_AIM_VCT_SUBMIT_FULFILMENT,Submit fulfilment Lump sum AIM VCT,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_lump_sum_vct,Submit fulfilment,"Has the instruction been submitted on the OI portal?;If a Friends and Family discount is applicable, has OI been emailed to ensure this is in place?;Has the client been emailed payment details?;Have they been informed of any deadline related to an Early Bird discount?"
LUMP_SUM_FUTURE_GENERATIONS_VCT_SUBMIT_FULFILMENT,LUMP_SUM_VCT_FG,,LUMP_SUM_FUTURE_GENERATIONS_VCT_SUBMIT_FULFILMENT,Submit fulfilment Lump sum Future generations VCT,Chase client payment,,FulfilmentScreenSubmitInflowFufilment,submit_lump_sum_vct,Submit fulfilment,"Has the instruction been submitted on the OI portal?;If a Friends and Family discount is applicable, has OI been emailed to ensure this is in place?;Has the client been emailed payment details?;Have they been informed of any deadline related to an Early Bird discount?"
LUMP_SUM_TITAN_VCT_CHASE_CLIENT_PAYMENT,LUMP_SUM_VCT_TITAN,,LUMP_SUM_TITAN_VCT_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum Titan VCT,Investment checks,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,Has the client been emailed with confirmation of receipt?;Confirm the plan has NOT yet been added to IO
LUMP_SUM_APOLLO_VCT_CHASE_CLIENT_PAYMENT,LUMP_SUM_VCT_APOLLO,,LUMP_SUM_APOLLO_VCT_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum Apollo VCT,Investment checks,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,Has the client been emailed with confirmation of receipt?;Confirm the plan has NOT yet been added to IO
LUMP_SUM_AIM_VCT_CHASE_CLIENT_PAYMENT,LUMP_SUM_VCT_AIM,,LUMP_SUM_AIM_VCT_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum AIM VCT,Investment checks,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,Has the client been emailed with confirmation of receipt?;Confirm the plan has NOT yet been added to IO
LUMP_SUM_FUTURE_GENERATIONS_VCT_CHASE_CLIENT_PAYMENT,LUMP_SUM_VCT_FG,,LUMP_SUM_FUTURE_GENERATIONS_VCT_CHASE_CLIENT_PAYMENT,Chase client payment Lump sum Future generations VCT,Investment checks,,FulfilmentScreenFundsReceived,chase_client_payment,Chase client payment,Has the client been emailed with confirmation of receipt?;Confirm the plan has NOT yet been added to IO
LUMP_SUM_TITAN_VCT_INVESTMENT_CHECKS,LUMP_SUM_VCT_TITAN,,LUMP_SUM_TITAN_VCT_INVESTMENT_CHECKS,Investment checks Lump sum Titan VCT,,,FulfilmentScreenInvestmentChecks,ensure_vct_allotment,Investment checks,"Have all fees been received?;Were all discounts applied correctly?;Have the shares been allotted?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_APOLLO_VCT_INVESTMENT_CHECKS,LUMP_SUM_VCT_APOLLO,,LUMP_SUM_APOLLO_VCT_INVESTMENT_CHECKS,Investment checks Lump sum Apollo VCT,,,FulfilmentScreenInvestmentChecks,ensure_vct_allotment,Investment checks,"Have all fees been received?;Were all discounts applied correctly?;Have the shares been allotted?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_AIM_VCT_INVESTMENT_CHECKS,LUMP_SUM_VCT_AIM,,LUMP_SUM_AIM_VCT_INVESTMENT_CHECKS,Investment checks Lump sum AIM VCT,,,FulfilmentScreenInvestmentChecks,ensure_vct_allotment,Investment checks,"Have all fees been received?;Were all discounts applied correctly?;Have the shares been allotted?;If the product was just opened, was a cancellation notice sent?"
LUMP_SUM_FUTURE_GENERATIONS_VCT_INVESTMENT_CHECKS,LUMP_SUM_VCT_FG,,LUMP_SUM_FUTURE_GENERATIONS_VCT_INVESTMENT_CHECKS,Investment checks Lump sum Future generations VCT,,,FulfilmentScreenInvestmentChecks,ensure_vct_allotment,Investment checks,"Have all fees been received?;Were all discounts applied correctly?;Have the shares been allotted?;If the product was just opened, was a cancellation notice sent?"
OPEN_PRODUCT_APOLLO_VCT_INVESTMENT_CHECKS,OPEN_PRODUCT_VCT_APOLLO,,OPEN_PRODUCT_APOLLO_VCT_INVESTMENT_CHECKS,Investment checks Open product Apollo VCT,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
OPEN_PRODUCT_TITAN_VCT_INVESTMENT_CHECKS,OPEN_PRODUCT_VCT_TITAN,,OPEN_PRODUCT_TITAN_VCT_INVESTMENT_CHECKS,Investment checks Open product Titan VCT,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
OPEN_PRODUCT_AIM_VCT_INVESTMENT_CHECKS,OPEN_PRODUCT_VCT_AIM,,OPEN_PRODUCT_AIM_VCT_INVESTMENT_CHECKS,Investment checks Open product AIM VCT,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
OPEN_PRODUCT_FUTURE_GENERATIONS_VCT_INVESTMENT_CHECKS,OPEN_PRODUCT_VCT_FG,,OPEN_PRODUCT_FUTURE_GENERATIONS_VCT_INVESTMENT_CHECKS,Investment checks Open product Future generations VCT,,,FulfilmentScreenInvestmentChecks,fulfilment_investment_checks,Investment checks,Has the product been added to IO correctly?;Have the fees been applied correctly?
OPEN_PRODUCT_TITAN_VCT_SUBMIT_FULFILMENT,OPEN_PRODUCT_VCT_TITAN,,OPEN_PRODUCT_TITAN_VCT_SUBMIT_FULFILMENT,Submit fulfilment Open product Titan VCT,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
OPEN_PRODUCT_APOLLO_VCT_SUBMIT_FULFILMENT,OPEN_PRODUCT_VCT_APOLLO,,OPEN_PRODUCT_APOLLO_VCT_SUBMIT_FULFILMENT,Submit fulfilment Open product Apollo VCT,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
OPEN_PRODUCT_AIM_VCT_SUBMIT_FULFILMENT,OPEN_PRODUCT_VCT_AIM,,OPEN_PRODUCT_AIM_VCT_SUBMIT_FULFILMENT,Submit fulfilment Open product AIM VCT,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
OPEN_PRODUCT_FUTURE_GENERATIONS_VCT_SUBMIT_FULFILMENT,OPEN_PRODUCT_VCT_FG,,OPEN_PRODUCT_FUTURE_GENERATIONS_VCT_SUBMIT_FULFILMENT,Submit fulfilment Open product Future generations VCT,Complete,,FulfilmentProductOpened,input_plan_details,Submit fulfilment,Have you confirmed any relevant discounts have been applied?
LUMP_SUM_WITHDRAWAL_GIA_AWAITING_AD_HOC_ACTION,LUMP_SUM_WITHDRAWAL_GIA,,LUMP_SUM_WITHDRAWAL_GIA_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Lump sum withdrawal GIA,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
LUMP_SUM_WITHDRAWAL_SIPP_AWAITING_AD_HOC_ACTION,LUMP_SUM_WITHDRAWAL_SIPP,,LUMP_SUM_WITHDRAWAL_SIPP_AWAITING_AD_HOC_ACTION,Awaiting ad hoc action Lump sum withdrawal SIPP,,,FulfilmentScreenAdHocActionComplete,,Awaiting ad hoc action,"Have any documents been saved to the correct folder?;Has the action been completed?;Have we thanked the client for their action, if appropriate?"
